run_id,timestamp,sharpe_ratio,sortino_ratio,max_drawdown,total_return,win_rate,profit_factor,total_trades,avg_trade_pnl,combination_ir,is_promising,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,test_total_return,test_win_rate,test_total_trades,test_profit_factor,momentum_windows,mean_reversion_ma_periods,funding_extreme_threshold,bb_period,bb_std,rsi_period,volume_ma_period,cross_coin_lead_window,combination_min_history,regression_lookback,vol_lookback,rebalance_interval,kelly_fraction,max_fraction,min_edge,position_sizing,fixed_fraction,stop_loss_pct,take_profit_pct,max_leverage,IC_momentum,IC_mean_reversion,IC_funding_rate,IC_volatility_breakout,IC_rsi_divergence,IC_volume_imbalance,IC_bb_width,IC_funding_acceleration,IC_cross_coin
26,2026-04-10T16:15:47.392095,0.12809901267709378,nan,0.0091944911646449,0.0003635434961088979,0.5508474576271186,1.083497904041653,118,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,"[1, 3, 7, 14, 30]","[20, 50]",0.0019411125765950933,22,2.4939718650510785,15,22,9,35,40,73,10,0.43261897460286625,0.0681093325501254,0.04133969625955547,fixed,0.0694069280573664,0.04946219560041007,0.11264405970589383,4.874384128589696,-0.015776039550203173,0.03799356953744793,0.07094245083078471,-0.08767808158652318,0.16819437230905995,-0.0421929493963122,-0.0018519586672511436,0.03159590606482113,0.07496605728145893
27,2026-04-10T16:15:50.658973,-2.4827558302783848,nan,0.003722385325183898,-0.0028154811719888206,0.4835680751173709,0.7345394729603383,213,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,"[1, 3, 7, 14, 30]","[20, 40, 60]",0.0018216068197533482,17,2.6640142772460758,14,26,7,33,38,68,12,0.30290066023523193,0.11959839074216601,0.02176748866759361,fixed,0.02,0.04307792508532075,0.0729370842839642,4.006324045935087,-0.08476514647835708,0.17417346393088282,0.03330201184941911,-0.07088414774378667,0.12582057167417296,-0.020985640741004823,-0.12761204415352448,-0.000663035103641161,0.0668519963974386
28,2026-04-10T16:15:55.886440,0.295741001191038,nan,0.02262377055284148,0.003136692726704693,0.4692737430167598,1.0963498801350215,358,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,"[7, 14, 30]","[10, 20]",0.0013323033653063656,15,1.5,17,31,7,27,13,78,7,0.24707946885965604,0.18117423747476463,0.015600777289970669,fixed,0.1657555597098978,0.04627306421320697,0.07476137218865712,3.198782624537725,-0.19512233144939806,0.0568168395153244,0.12213339975463447,0.010025577220590363,0.19591627525972194,-0.017497697203632548,-0.07249546730394942,-0.015495033342407177,0.06680055379646399
29,2026-04-10T16:16:00.001437,1.7872791009904085,nan,0.0014566006109070604,0.0022856541114268936,0.5428571428571428,1.655699500552908,70,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,"[7, 14, 30]","[10, 20]",0.0017362224689689311,18,2.4850856082113744,17,22,11,40,40,70,9,0.5619195116098445,0.110315235382728,0.06679111328778145,fixed,0.02731716427857397,0.026367695182174276,0.0897948058797235,3.2933194507520698,-0.012668446527646236,-0.033276719778684204,0.10772373143079463,0.03567373232285332,0.076556513859015,-0.05352623776750128,0.02577204730140444,0.052400614048647376,0.10607026285972126
30,2026-04-10T16:16:03.440471,0.8294078826577771,nan,0.00466436349785218,0.002181842769697795,0.5384615384615384,1.2136234642153367,104,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,"[7, 14, 30]","[10, 20]",0.002,18,2.27916731757666,15,19,12,40,34,57,11,0.6602882372920507,0.08950825532216863,0.051400157090201126,fixed,0.055202926076070996,0.032322022552989896,0.08372780509402505,3.542066778609229,0.03131977237018476,0.019634808448220287,-0.007723761065427903,-0.08511484270345859,-0.03020945528719494,-0.03337130787445204,-0.004340794683134788,-0.01983726821094464,0.01553481264476948
1,2026-04-10T13:16:34.714040,-1.8563429185928053,-2.2625106518760685,0.016732268627242107,-0.007864273295386526,0.43564356435643564,0.9525375050802669,303,-0.12553581468456515,-0.18496957614533677,False,0.05199237029745365,0.06035393620961806,0.008937468463937125,6.817570368178316e-05,0.42857142857142855,112,1.0293331437671025,"[1, 3, 5]","[20, 50]",0.0006001168652919746,14,2.4143932318655987,7,37,5,6,21,34,8,0.8733298594212405,0.43309859008870244,0.04977494670246339,fixed,0.09188605732403257,0.019254826540775802,0.13053002765303162,3.724381123556807,0.06371841685013978,-0.050601381628647996,0.023958960511702435,0.007321388871676192,0.03217460729415284,-0.04738238929935517,-0.06048674796847867,-0.032004510910882474,-0.005238412320540842
2,2026-04-10T13:16:40.327359,-1.303691433906142,-1.8265922957268,0.025977547634697357,-0.011693728663015435,0.4634146341463415,0.9800610673043166,369,-0.09102604449846408,0.004524039421094424,False,4.335838523297786,5.804076521605214,0.011930405387300594,0.01312466627359421,0.45774647887323944,142,1.2696285741615496,"[1, 3, 7, 14, 30]","[20, 40, 60]",0.0011239024336797392,25,2.1634822528707858,11,30,1,34,34,85,5,0.5510686119186251,0.38419335771753343,0.021650582545996434,fixed,0.18122762476737594,0.03168013765113798,0.11661012264257647,1.138487364905933,0.06409055765650341,0.04765589888283826,-0.04451567815489196,0.026192568399785628,-0.06107333045975662,-0.035866218222711355,0.06742554656170138,0.011938264976926702,-0.08183381051626505
3,2026-04-10T13:16:43.772960,-1.8560921565506,-1.6916409673322692,0.037684296928448824,-0.018567752307620866,0.45323741007194246,0.90985704529103,139,-0.9106823591236723,-0.020804071266934836,False,3.585407994304839,3.4566390621440415,0.027082393449447628,0.015058476880318361,0.5,58,1.3517482891196955,"[7, 14, 30]","[20, 50]",0.0008523363369047979,13,2.853021324230234,20,14,11,37,15,99,8,0.626253533800653,0.09298785255483633,0.09641139952900901,fixed,0.2727059856401687,0.026760224046992312,0.09899421909716355,3.8193820455396827,0.0018746220815887857,-0.050601381628647996,0.023958960511702435,0.06818429256021462,-0.09588109966241451,-0.005540592852085268,-0.06306588423757455,-0.032004510910882474,-0.07070014586698829
4,2026-04-10T13:16:49.224839,-3.9170207160829595,-5.029710923366035,0.03618899049535702,-0.029716129788012968,0.44285714285714284,0.8720257117108818,350,-0.608656296753153,-0.05346544142768813,False,0.5942285750750044,0.7735840820888842,0.016901508950742994,0.002018539921848861,0.47305389221556887,167,1.077201665470232,"[5, 10, 20]","[10, 30]",0.0007550838246885274,29,2.4132882112540646,14,36,7,28,33,55,5,0.19011061435227036,0.11842665322788087,0.056906004986518,fixed,0.1523713109617246,0.024865215622630166,0.043934806310258936,1.4613214914606605,0.07778998464859324,0.03328221233242993,-0.04451567815489196,-0.06266431741842206,-0.06698090866149017,-0.04328404155745781,0.05086941218261987,0.011938264976926702,-0.056026199136646755
5,2026-04-10T13:16:52.098793,-1.4209616355949155,-1.8911741217925988,0.009561693452404735,-0.004684573728385821,0.4424778761061947,0.9106368355003984,226,-0.2154128221507931,-0.07790562929719551,False,0.9421397479089206,1.383755409191811,0.008286578754247086,0.0013981797842372856,0.4146341463414634,123,1.0828927777899409,"[1, 2, 5, 10, 20, 30]","[10, 20]",0.0016478229356190074,12,1.6787846277074665,19,37,5,28,36,76,10,0.6003898003532608,0.30386135781423756,0.022774929889218715,fixed,0.06669894182764285,0.031057288366966272,0.13047178314892693,2.4145781185082145,-0.033585125822283825,-0.030364557299079237,-0.08421608694819827,0.008281080944051245,-0.07625903389772534,-0.08706645442546494,-0.04105525069439924,0.10449648849226204,-0.07213037878320057
31,2026-04-10T13:20:41.343905,-3.731302024372928,-2.938123933084392,0.015435138968198682,-0.01340658716456622,0.42386831275720166,0.6769299915880419,243,-0.4508527413888567,-0.15020806416937757,False,3.279324750782317,3.3554985492950617,0.0022109135532351076,0.00393544211163821,0.45569620253164556,79,1.9291219819769518,"[1, 2, 5, 10, 20, 30]","[30, 60]",0.0007913246550263016,19,2.9443823331038246,11,22,12,30,17,34,3,0.5812278526208831,0.14324258090100905,0.07791154728344016,fixed,0.06229141940351974,0.039815875710881785,0.05731043929555858,3.678857743943551,-0.1053076328611295,-0.11648157142233857,-0.26996240900524304,0.03912133614127679,0.006123512735248433,0.051050733522754174,-0.1550951282174393,-0.17375061571455222,-0.0711482500508067
32,2026-04-10T13:20:44.906570,-5.369912559074782,-5.372762823818112,0.08385654317112413,-0.07405847688997269,0.4375,0.5231516166331568,240,-2.871490926469252,0.07739121138760356,False,0.09973748756643364,0.07121725397524648,0.00804811665016314,0.00021947478416972643,0.5476190476190477,42,1.111237276135496,"[7, 14, 30]","[10, 30]",0.0013663435602070811,18,1.8643397646230293,16,34,7,25,15,71,8,0.1,0.2016571217534399,0.02597157686021654,fixed,0.19672693114794343,0.06358759751879894,0.07741096068569979,2.033572129983477,-0.07733888342405029,-0.09909400959087784,-0.11373881920060766,-0.11099445645446693,-0.04035986887094466,-0.062416531198668544,-0.06382257729674633,-0.02950212763108401,-0.12717337040279766
33,2026-04-10T13:20:48.855279,-0.9432017545430192,-0.6924088431920327,0.013922455714456808,-0.004621371475938552,0.41818181818181815,0.8943914083818564,110,-0.2996196888704309,-0.10197244033369593,False,-2.523514271521312,-1.5766341987063932,0.0025261461355542986,-0.0018430302384000452,0.5238095238095238,21,0.7463038159652547,"[7, 14, 30]","[10, 20]",0.001378844276092253,23,2.8112123262778073,7,16,8,17,40,63,7,0.8076420914659563,0.05,0.08529248992965735,fixed,0.07363254248109087,0.043586530330649284,0.0793288907246158,4.0039134576564654,0.0033804494436725676,0.022373007691048843,-0.02710580322687716,-0.2359413243284921,-0.03401233802672796,0.0008720320469593786,-0.026861187540375905,-0.06399142050363275,-0.016145454871926097
34,2026-04-10T13:20:51.952845,3.194771051297873,3.3075366485666096,0.0069177522272806284,0.013247047528515354,0.5602409638554217,1.763242678143649,166,0.8781996567935522,-0.07679700731656204,True,-11.70197211261055,-9.483147532370973,0.012609258108879093,-0.01110842414329416,0.22388059701492538,67,0.11581953159906823,"[1, 3, 7, 14, 30]","[10, 30]",0.002,17,2.4949310314172584,18,25,8,40,40,52,9,0.3410515726577382,0.05,0.036229251578992636,fixed,0.05652073178040169,0.03019791886920151,0.08676361042996011,4.766634434647511,0.005094887692180322,0.01824834586618572,-0.3369505423256367,-0.1307904369348406,-0.10391034059708794,-0.018706717926979113,-0.005257642592772165,-0.03919052964882471,0.14095839537046045
35,2026-04-10T13:20:55.880579,2.2047891694682393,2.2480233599645345,0.011406064534559888,0.011392053556922521,0.5163043478260869,1.4850469033085507,184,0.7149053194405248,-0.10139348908985639,True,-1.126744611718619,-0.5583199225306106,0.0022255665308104655,-0.0008123558171532208,0.5882352941176471,34,1.0569465161929645,"[1, 3, 7, 14, 30]","[10, 20]",0.0019143149931994815,20,2.2785478825080814,15,28,12,40,36,69,7,0.6431358536459633,0.19622205103660834,0.0497292918619421,fixed,0.0697577320825893,0.024543040375863752,0.09345436369114496,2.7400873154686014,0.10415639345890502,0.022373007691048843,-0.02710580322687716,-0.10715925503111474,-0.030363683625993922,0.029883659190381048,-0.03943054000802543,-0.06399142050363275,0.07411311460559818
36,2026-04-10T13:21:19.684104,0.4404408423734131,0.3592975109271439,0.0035730303868635096,0.0005814738778566753,0.4953271028037383,1.1329568478624568,107,0.08443996939605417,-0.015233989658714501,False,1.234175315491565,0.5348518242811923,0.000407924128154357,0.00026679159928688634,0.625,24,1.6861212474836575,"[7, 14, 30]","[10, 20]",0.0014283035346857114,22,2.723558424305344,15,26,12,40,40,63,10,0.4498358933415082,0.0623705334435651,0.06141281528359339,fixed,0.02,0.02427462123362533,0.10195707056066186,2.573977751119437,-0.005817364558669726,-0.10355234760037224,-0.2580553151314273,-0.12566063704742717,0.19868587859793382,0.05945083858813801,0.015179125722920156,0.018178032825191707,0.10977007718330069
37,2026-04-10T13:21:24.328725,-0.4462341041353011,-0.4924250894729558,0.018836190258223546,-0.004076738991136031,0.5085470085470085,0.9862215192057366,234,-0.03703111425278998,0.0036860108136356714,False,-3.278550095589376,-3.739062608836739,0.009910155084961616,-0.008534196960475526,0.46774193548387094,124,0.7210117867116974,"[7, 14, 30]","[10, 30]",0.0015679423466663394,20,1.8409087090540879,18,40,7,24,15,84,6,0.1025486312098577,0.18726127128242095,0.01598678522631106,fixed,0.11558744684335248,0.054684300797888254,0.09373060007623049,3.253628157572119,-0.10629902365090316,-0.10547670708569923,-0.3464908075748662,-0.041039884094934635,0.03341853745646734,0.037924168385516314,-0.10900098340795024,-0.13958111789188143,-0.025208545864294638
38,2026-04-10T13:21:27.004431,0.6277105174814276,0.40602897333056887,0.00268861990206366,0.0013123438632760553,0.46551724137931033,1.1781808697331495,58,0.22207808447792005,-0.0760390533432276,False,0.019719908230589948,0.009766346097565923,0.002576118047314422,1.0052344562749838e-05,0.48,25,1.0592971982407078,"[1, 5, 10, 20]","[20, 50]",0.001643467785973637,21,2.668739191154426,7,14,4,18,40,50,11,0.8767606178866987,0.13413312943268837,0.07066859880310677,fixed,0.04722134516091501,0.055656923188138537,0.07504041694765926,3.8721081897518044,0.03950756843571221,-0.010450774818650865,0.2559469740654796,-0.07453855012659048,-0.11531021256002927,0.009933779996113562,0.053157931236739155,-0.20662961866692983,0.10408242282212982
39,2026-04-10T13:21:30.511959,-3.052569139802568,-2.3907767274187806,0.011401248572361066,-0.007273036159742174,0.45294117647058824,0.6976089443365336,170,-0.37582521225250165,0.12610510060900335,False,2.788110117266756,1.9384856868339697,0.001503903661911626,0.0012550041918839572,0.6363636363636364,44,1.683236237926683,"[1, 3, 7, 14, 30]","[10, 20]",0.002,16,2.692715474461182,16,29,9,34,39,48,8,0.396471433227819,0.13884882622280614,0.03934598366417458,fixed,0.040327731714013666,0.03185195151378552,0.07342811092393951,5.0,-0.05856535197967923,-0.12634568087287884,-0.11373881920060766,0.013183215467856781,-0.04035986887094466,-0.015934395805101094,-0.054238156317501195,-0.02950212763108401,0.006421631781814294
40,2026-04-10T13:21:34.031135,-1.3937227952760824,-1.1943623503355023,0.004666154714475673,-0.001373600577626144,0.46551724137931033,0.8587060755516421,116,-0.08696487822654955,-0.05093121240381702,False,4.1030542506696275,1.4178920178832497,0.00040792412815429517,0.0007885380058636482,1.0,15,inf,"[7, 14, 30]","[10, 20]",0.0018367916347018988,19,2.2699712353206776,15,26,10,40,40,68,8,0.4762908996690507,0.11521448377453189,0.06232205385428863,fixed,0.02,0.03367305235729447,0.09012075494859742,3.522331396099271,-0.07733888342405029,-0.12634568087287884,-0.11373881920060766,-0.14276164838128588,-0.04111666870816922,-0.0483715411158355,-0.06592726770202077,-0.02950212763108401,-0.008835456339943929
41,2026-04-10T13:21:43.341430,-0.7013162371969452,-0.5352069177494932,0.07753783909980473,-0.013094858602247017,0.5198412698412699,0.9723156211340384,252,-0.14906672783372754,0.06774153282276842,False,-1.7518492126517855,-1.4301273113413384,0.019153665469232337,-0.00657161463551692,0.46153846153846156,117,0.9196635333304035,"[1, 5, 10, 20]","[20, 40, 60]",0.0017967018862500097,26,2.481702792166807,16,34,1,40,35,56,3,0.7319788899960751,0.3072164045489533,0.04288750686486009,fixed,0.2601843346749644,0.06607887817263512,0.04262102660809428,4.822480683354462,-0.11105511103911056,-0.1284058268308008,-0.26996240900524304,-0.04068997469041282,0.005075614899741422,0.028438160361639108,-0.1497656510896532,-0.17375061571455222,-0.056059537928175404
42,2026-04-10T13:21:46.528204,0.5519031071106106,0.5601164796688851,0.004854660675658106,0.0008785878458010821,0.5,1.1763047945994702,146,0.10603336194798674,-0.14234521796436025,False,-8.198229040104186,-6.122836627912121,0.0032089055778550418,-0.0027199722365672807,0.26,50,0.2028516643842367,"[7, 14, 30]","[30, 60]",0.00161377095628308,20,2.507456215466274,15,20,11,34,40,69,9,0.5709518764275904,0.13223521630887858,0.06741965656080931,fixed,0.02,0.032104574217118334,0.10399432439626612,2.531341298612404,-0.0270241010515634,-0.013615378726883648,-0.3369505423256367,-0.06855292162971166,-0.07780411484072768,-0.05922115676341331,-0.010820587111468728,-0.03919052964882471,0.03733089324408462
43,2026-04-10T13:21:59.930813,4.634357749162156,5.481059244743792,0.022294299266888785,0.07631437998277324,0.5058365758754864,1.7667751733401926,514,1.7615053266494143,-0.08165516895467646,True,-4.662391857398718,-5.397502540830165,0.028894928972910832,-0.021562715252410047,0.3333333333333333,183,0.6932958927593004,"[1, 3, 5]","[30, 60]",0.001577967882867376,16,1.8639564485042783,15,18,8,12,25,100,2,0.514851057384299,0.5,0.03320846646594679,fixed,0.20991238419067693,0.050655441379359956,0.14114442625362889,2.368257029824818,0.0018572610462444454,-0.041295510159556924,-0.13286144593773708,-0.08975842809035406,0.002470851511960568,0.025496983752843372,-0.016650595163316923,-0.11302475140702158,-0.03990635446749593
